2026-05-10 20:46:45,856 | DEBUG    | asyncio | __init__:633 | Using proactor: IocpProactor
2026-05-10 20:47:22,710 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:47:22,711 | DEBUG    | telethon.network.mtprotosender | _disconnect:331 | Cancelling 0 pending message(s)...
2026-05-10 20:47:22,711 | INFO     | telethon.network.mtprotosender | _disconnect:345 | Disconnection from 149.154.167.51:443/TcpFull complete!
2026-05-10 20:47:22,716 | DEBUG    | __main__ | run_sherlock_deleter:131 | [206621910_telethon] Соединение закрыто.
2026-05-10 20:47:22,716 | DEBUG    | __main__ | run_sherlock_deleter:97 | Инициализация сессии: 207561084telethon
2026-05-10 20:47:22,718 | INFO     | __main__ | run_sherlock_deleter:102 | [207561084telethon] Подключение...
2026-05-10 20:47:22,718 | INFO     | telethon.network.mtprotosender | _connect:234 | Connecting to 149.154.167.51:443/TcpFull...
2026-05-10 20:47:22,718 | DEBUG    | telethon.network.mtprotosender | _try_connect:289 | Connection attempt 1...
2026-05-10 20:47:22,722 | DEBUG    | telethon.network.mtprotosender | _try_connect:291 | Connection success!
2026-05-10 20:47:22,722 | DEBUG    | telethon.network.mtprotosender | _connect:273 | Starting send loop
2026-05-10 20:47:22,723 | DEBUG    | telethon.network.mtprotosender | _connect:276 | Starting receive loop
2026-05-10 20:47:22,723 | INFO     | telethon.network.mtprotosender | _connect:285 | Connection to 149.154.167.51:443/TcpFull complete!
2026-05-10 20:47:22,728 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:47:22,728 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638290281593387420 to InvokeWithLayerRequest (25498c9e210)
2026-05-10 20:47:22,728 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 76 bytes for sending
2026-05-10 20:47:22,730 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:47:22,732 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:47:22,732 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:47:23,589 | DEBUG    | telethon.network.mtprotostate | update_time_offset:268 | Updated time offset (old offset 0, bad 7638290285331413684, good 7638290381177543681, new 22)
2026-05-10 20:47:23,589 | DEBUG    | telethon.network.mtprotosender | _handle_bad_server_salt:756 | Handling bad salt for message 7638290281593387420
2026-05-10 20:47:23,591 | DEBUG    | telethon.network.mtprotosender | _handle_bad_server_salt:761 | 1 message(s) will be resent
2026-05-10 20:47:23,591 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:47:23,592 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638290379831534612 to InvokeWithLayerRequest (25498c9e210)
2026-05-10 20:47:23,592 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 76 bytes for sending
2026-05-10 20:47:23,593 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:47:23,593 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:47:23,593 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638290379839278448 to MsgsAck (25498be9680)
2026-05-10 20:47:23,594 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 36 bytes for sending
2026-05-10 20:47:23,595 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:47:23,595 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:47:23,687 | DEBUG    | telethon.network.mtprotosender | _handle_container:663 | Handling container
2026-05-10 20:47:23,687 | DEBUG    | telethon.network.mtprotosender | _handle_new_session_created:831 | Handling new session created
2026-05-10 20:47:23,689 | DEBUG    | telethon.network.mtprotosender | _handle_ack:850 | Handling acknowledge for [7638290379831534612]
2026-05-10 20:47:23,689 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:47:23,694 | DEBUG    | telethon.network.mtprotosender | _handle_rpc_result:613 | Handling RPC result for message 7638290379831534612
2026-05-10 20:47:23,695 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:47:23,695 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638290380244878040 to GetUsersRequest (25498c9e5d0)
2026-05-10 20:47:23,695 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 32 bytes for sending
2026-05-10 20:47:23,696 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:47:23,696 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:47:23,697 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638290380251668204 to MsgsAck (25498ca4370)
2026-05-10 20:47:23,697 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 60 bytes for sending
2026-05-10 20:47:23,698 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:47:23,698 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:47:23,796 | DEBUG    | telethon.network.mtprotosender | _handle_rpc_result:613 | Handling RPC result for message 7638290380244878040
2026-05-10 20:47:23,797 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:47:23,799 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638290380660713424 to MsgsAck (25498ca4820)
2026-05-10 20:47:23,799 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 36 bytes for sending
2026-05-10 20:47:23,801 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:47:23,801 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:47:23,802 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638290380671711196 to MsgsAck (25498c25d10)
2026-05-10 20:47:23,802 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 36 bytes for sending
2026-05-10 20:47:23,803 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:47:23,803 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:47:23,803 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638290380679126012 to GetStateRequest (25498c9e210)
2026-05-10 20:47:23,804 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 20 bytes for sending
2026-05-10 20:47:23,805 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:47:23,805 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:47:23,946 | DEBUG    | telethon.network.mtprotosender | _handle_rpc_result:613 | Handling RPC result for message 7638290380679126012
2026-05-10 20:47:23,946 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:47:23,948 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638290381256137120 to MsgsAck (25498bfeda0)
2026-05-10 20:47:23,948 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 36 bytes for sending
2026-05-10 20:47:23,949 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:47:23,949 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:47:23,949 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638290381263460384 to MsgsAck (25498bff930)
2026-05-10 20:47:23,950 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 36 bytes for sending
2026-05-10 20:47:23,951 | ERROR    | __main__ | run_sherlock_deleter:106 | [207561084telethon] ❌ СЕССИЯ НЕ АВТОРИЗОВАНА/ЗАБАНЕНА
2026-05-10 20:47:23,951 | INFO     | telethon.network.mtprotosender | _disconnect:325 | Disconnecting from 149.154.167.51:443/TcpFull...
2026-05-10 20:47:23,952 | DEBUG    | telethon.network.mtprotosender | _disconnect:328 | Closing current connection...
2026-05-10 20:47:23,952 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:47:23,953 | DEBUG    | telethon.network.mtprotosender | _disconnect:331 | Cancelling 0 pending message(s)...
2026-05-10 20:47:23,953 | INFO     | telethon.network.mtprotosender | _disconnect:345 | Disconnection from 149.154.167.51:443/TcpFull complete!
2026-05-10 20:47:23,958 | DEBUG    | __main__ | run_sherlock_deleter:131 | [207561084telethon] Соединение закрыто.
2026-05-10 20:47:23,958 | DEBUG    | __main__ | run_sherlock_deleter:97 | Инициализация сессии: 207561084_telethon
2026-05-10 20:47:23,960 | INFO     | __main__ | run_sherlock_deleter:102 | [207561084_telethon] Подключение...
2026-05-10 20:47:23,960 | INFO     | telethon.network.mtprotosender | _connect:234 | Connecting to 149.154.167.51:443/TcpFull...
2026-05-10 20:47:23,961 | DEBUG    | telethon.network.mtprotosender | _try_connect:289 | Connection attempt 1...
2026-05-10 20:47:23,964 | DEBUG    | telethon.network.mtprotosender | _try_connect:291 | Connection success!
2026-05-10 20:47:23,964 | DEBUG    | telethon.network.mtprotosender | _connect:273 | Starting send loop
2026-05-10 20:47:23,965 | DEBUG    | telethon.network.mtprotosender | _connect:276 | Starting receive loop
2026-05-10 20:47:23,965 | INFO     | telethon.network.mtprotosender | _connect:285 | Connection to 149.154.167.51:443/TcpFull complete!
2026-05-10 20:47:23,969 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:47:23,970 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638290286855826792 to InvokeWithLayerRequest (25498cac050)
2026-05-10 20:47:23,973 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 76 bytes for sending
2026-05-10 20:47:23,975 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:47:23,975 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:47:23,976 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:47:24,257 | DEBUG    | telethon.network.mtprotostate | update_time_offset:268 | Updated time offset (old offset 0, bad 7638290288299162924, good 7638290384042638337, new 22)
2026-05-10 20:47:24,257 | DEBUG    | telethon.network.mtprotosender | _handle_bad_server_salt:756 | Handling bad salt for message 7638290286855826792
2026-05-10 20:47:24,259 | DEBUG    | telethon.network.mtprotosender | _handle_bad_server_salt:761 | 1 message(s) will be resent
2026-05-10 20:47:24,259 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:47:24,259 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638290382798121324 to InvokeWithLayerRequest (25498cac050)
2026-05-10 20:47:24,260 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 76 bytes for sending
2026-05-10 20:47:24,261 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:47:24,261 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:47:24,261 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638290382804139960 to MsgsAck (25498ca4820)
2026-05-10 20:47:24,261 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 36 bytes for sending
2026-05-10 20:47:24,262 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:47:24,262 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:47:24,349 | DEBUG    | telethon.network.mtprotosender | _handle_container:663 | Handling container
2026-05-10 20:47:24,349 | DEBUG    | telethon.network.mtprotosender | _handle_new_session_created:831 | Handling new session created
2026-05-10 20:47:24,351 | DEBUG    | telethon.network.mtprotosender | _handle_ack:850 | Handling acknowledge for [7638290382798121324]
2026-05-10 20:47:24,351 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:47:24,353 | DEBUG    | telethon.network.mtprotosender | _handle_rpc_result:613 | Handling RPC result for message 7638290382798121324
2026-05-10 20:47:24,353 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:47:24,354 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638290383174692980 to GetUsersRequest (25498cac670)
2026-05-10 20:47:24,354 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 32 bytes for sending
2026-05-10 20:47:24,355 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:47:24,355 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:47:24,355 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638290383181839812 to MsgsAck (25498ca4910)
2026-05-10 20:47:24,356 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 60 bytes for sending
2026-05-10 20:47:24,356 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:47:24,357 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:47:24,480 | DEBUG    | telethon.network.mtprotosender | _handle_rpc_result:613 | Handling RPC result for message 7638290383174692980
2026-05-10 20:47:24,480 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:47:24,481 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638290383686170448 to MsgsAck (25498ca4be0)
2026-05-10 20:47:24,482 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 36 bytes for sending
2026-05-10 20:47:24,483 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:47:24,483 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:47:24,483 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638290383692463744 to MsgsAck (25498ca4aa0)
